id,luas_ruangan_m2,jenis_dinding,ketebalan_dinding_cm,material_dinding,luas_dinding_m2,sumber_suara,intensitas_suara_awal_db,target_suara_db,frekuensi_dominan,kelas_anggaran,kelas_frekuensi,material_peredam,ketebalan_peredam_mm,sistem_pemasangan,estimasi_noise_reduction_db,estimasi_suara_di_luar_db,jarak_hingga_40db_m,estimasi_biaya_rp,tingkat_rekomendasi,delta_db,estimasi_absorpsi_A,koreksi_geometri_db,tl_required_db
202,70.8,Beton,15.0,Beton bertulang,121.7,Studio band,104,50,50 Hz-5 kHz,Premium,low,Rockwool 60 kg/m3,100,Ditempel langsung ke dinding,52.1,51.9,3.9,29800000,Sedang,54,19.16,8.028950734875394,62.028950734875394
203,82.0,Hebel,15.0,Bata ringan AAC,147.3,Genset,98,45,63 Hz-500 Hz,Premium,low,Rockwool 60 kg/m3,100,Peredam + gypsum double 2x12 mm,52.5,45.5,1.9,55950000,Sedang,53,21.400000000000002,8.377889734934401,61.3778897349344
204,24.6,Kayu,10.0,Multiplek / papan kayu,61.8,Anak bermain,68,50,500 Hz-4 kHz,Ekonomis,high,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,39.7,28.299999999999997,0.0,10800000,Tinggi,18,9.920000000000002,7.9447680293463705,25.94476802934637
205,54.8,Hebel,10.0,Bata ringan AAC,75.6,Bengkel las,107,50,500 Hz-8 kHz,Premium,high,Rockwool 60 kg/m3,100,Peredam + gypsum double 2x12 mm,58.8,48.2,2.6,28750000,Tinggi,57,15.96,6.754889084864959,63.754889084864956
206,76.4,Hebel,20.0,Bata ringan AAC,142.7,Ruang rapat,69,40,500 Hz-4 kHz,Standar,high,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,45.3,23.700000000000003,0.0,20700000,Tinggi,29,20.28,8.473560224533486,37.473560224533486
207,81.0,Gypsum,15.0,Gypsum board 2x12mm + rangka,108.8,Anak bermain,75,45,500 Hz-4 kHz,Standar,high,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,36.4,38.6,0.0,15800000,Tinggi,30,21.2,7.102930344334096,37.1029303443341
208,50.8,Batako,20.0,Batako press,79.2,Genset,105,50,63 Hz-500 Hz,Premium,low,Rockwool 60 kg/m3,50,Peredam + gypsum double 2x12 mm,51.0,54.0,5.0,24550000,Rendah,55,15.16,7.180259802934588,62.180259802934586
209,14.3,Bata,10.0,Bata merah plester,55.1,AC outdoor,69,50,250 Hz-2 kHz,Standar,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,40.5,28.5,0.0,8550000,Tinggi,19,7.86,8.457290528123773,27.45729052812377
210,60.5,Batako,15.0,Batako press,90.4,Genset,109,50,63 Hz-500 Hz,Premium,low,Rockwool + MLV 5 kg/m2,100,Ditempel langsung ke dinding,57.4,51.6,3.8,38400000,Sedang,59,17.1,7.2317232008320955,66.23172320083209
211,81.0,Gypsum,15.0,Gypsum board 2x12mm + rangka,118.2,Kompresor,100,50,125 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,42.3,57.7,7.7,36650000,Rendah,50,21.2,7.462816156164851,57.46281615616485
212,85.8,Gypsum,12.0,Gypsum board 2x12mm + rangka,98.3,Genset,106,50,63 Hz-500 Hz,Premium,low,Rockwool + MLV 5 kg/m2,100,Peredam + rongga udara 5 cm + gypsum 12mm,51.7,54.3,5.2,51600000,Rendah,56,22.16,6.469837617757435,62.469837617757435
213,100.1,Hebel,12.5,Bata ringan AAC,156.3,AC outdoor,69,50,250 Hz-2 kHz,Ekonomis,mid,Glasswool 24 kg/m3,50,Ditempel langsung ke dinding,42.1,26.9,0.0,25000000,Tinggi,19,25.02,7.9567167266178584,26.95671672661786
214,48.2,Kayu,5.0,Multiplek / papan kayu,82.3,Percakapan,55,35,500 Hz-2 kHz,Standar,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,30.6,24.4,0.0,11950000,Tinggi,20,14.64,7.498587584898968,27.498587584898967
215,10.7,Bata,25.0,Bata merah plester,34.9,Pompa air,78,50,250 Hz-1 kHz,Ekonomis,mid,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,50.3,27.700000000000003,0.0,4700000,Tinggi,28,7.140000000000001,6.891272151830055,34.89127215183005
216,26.4,Bata,12.0,Bata merah plester,52.8,Musik / audio,80,50,250 Hz-4 kHz,Standar,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,42.7,37.3,0.0,7650000,Tinggi,30,10.280000000000001,7.106408078745553,37.10640807874555
217,85.0,Bata,10.0,Bata merah plester,113.4,Studio band,106,50,50 Hz-5 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,51.6,54.4,5.2,35150000,Rendah,56,22.0,7.121903737346815,63.12190373734681
218,16.0,Bata,25.0,Bata merah plester,48.1,Kompresor,85,30,125 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,100,Ditempel langsung ke dinding,54.4,30.6,0.0,11800000,Sedang,55,8.2,7.683312239901151,62.68331223990115
219,36.7,Gypsum,10.0,Gypsum board 2x12mm + rangka,64.1,Lalu lintas,75,40,125 Hz-1 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,27.3,47.7,2.4,11200000,Rendah,35,12.34,7.155428698215945,42.15542869821594
220,55.4,Batako,15.0,Batako press,108.6,Pompa air,72,35,250 Hz-1 kHz,Standar,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,44.9,27.1,0.0,16850000,Tinggi,37,16.08,8.295437808403957,45.29543780840396
221,106.2,Hebel,15.0,Bata ringan AAC,140.9,Anak bermain,67,30,500 Hz-4 kHz,Ekonomis,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,44.8,22.200000000000003,0.0,19000000,Tinggi,37,26.240000000000002,7.299471624057338,44.29947162405734
222,71.3,Hebel,15.0,Bata ringan AAC,92.9,Anak bermain,72,40,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,42.7,29.299999999999997,0.0,12550000,Tinggi,32,19.259999999999998,6.833594312051261,38.83359431205126
223,36.2,Hebel,20.0,Bata ringan AAC,72.7,Genset,102,50,63 Hz-500 Hz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,39.3,62.7,13.6,12700000,Rendah,52,12.240000000000002,7.737529930494954,59.73752993049496
224,35.8,Hebel,10.0,Bata ringan AAC,66.5,Mesin produksi,102,50,125 Hz-1 kHz,Premium,low,Rockwool + MLV 5 kg/m2,50,Peredam + rongga udara 5 cm + gypsum 12mm,51.6,50.4,3.3,30250000,Sedang,52,12.16,7.378880703663885,59.37888070366388
225,89.2,Hebel,10.0,Bata ringan AAC,147.5,Lalu lintas,76,40,125 Hz-1 kHz,Premium,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,32.3,43.7,1.5,25800000,Rendah,36,22.84,8.100959207403713,44.10095920740371
